frequency_hz,velocity_m_s
1.085714285714289673e+01,8.500000000000000000e+01
1.114285714285718321e+01,8.500000000000000000e+01
1.257142857142861736e+01,8.600000000000000000e+01
1.342857142857147679e+01,2.110000000000000000e+02
1.371428571428576504e+01,2.310000000000000000e+02
3.857142857142871151e+01,2.490000000000000000e+02
