frequency_hz,velocity_m_s
7.428571428571455471e+00,9.500000000000000000e+01
9.714285714285749052e+00,8.800000000000000000e+01
1.085714285714289673e+01,8.500000000000000000e+01
1.257142857142861736e+01,8.500000000000000000e+01
1.342857142857147679e+01,2.100000000000000000e+02
1.371428571428576504e+01,2.320000000000000000e+02
3.857142857142871151e+01,2.485000000000000000e+02
